,Time,value,entry,Azide_1,Azide_2,Type,variable
0,-4.0,0.09,,,,,
1,-3.7894736842105265,0.09,,,,,
2,-3.5789473684210527,0.09,,,,,
3,-3.3684210526315788,0.09,,,,,
4,-3.1578947368421053,0.09,,,,,
5,-2.947368421052632,0.09,,,,,
6,-2.736842105263158,0.09,,,,,
7,-2.526315789473684,0.09,,,,,
8,-2.3157894736842106,0.09,,,,,
9,-2.105263157894737,0.09,,,,,
10,-1.8947368421052633,0.09,,,,,
11,-1.6842105263157894,0.09,,,,,
12,-1.473684210526316,0.09,,,,,
13,-1.2631578947368425,0.09,,,,,
14,-1.0526315789473686,0.09,,,,,
15,-0.8421052631578947,0.09,,,,,
16,-0.6315789473684212,0.09,,,,,
17,-0.4210526315789478,0.09,,,,,
18,-0.2105263157894739,0.09,,,,,
19,0.0,0.09,,,,,
0,0.0,1.7777999999999998,02,Cys,Cys,NoClick,A11
1,0.16666666666666666,1.8643999999999998,02,Cys,Cys,NoClick,A11
2,0.3333333333333333,1.8813,02,Cys,Cys,NoClick,A11
3,0.5,1.8802999999999999,02,Cys,Cys,NoClick,A11
4,0.6666666666666666,1.8776,02,Cys,Cys,NoClick,A11
5,0.8333333333333334,1.8771,02,Cys,Cys,NoClick,A11
6,1.0,1.8088,02,Cys,Cys,NoClick,A11
7,1.1666666666666667,1.8091,02,Cys,Cys,NoClick,A11
8,1.3333333333333333,1.8011,02,Cys,Cys,NoClick,A11
9,1.5,1.7911,02,Cys,Cys,NoClick,A11
10,1.6666666666666667,1.7804,02,Cys,Cys,NoClick,A11
11,1.8333333333333333,1.7692999999999999,02,Cys,Cys,NoClick,A11
12,2.0,1.7570999999999999,02,Cys,Cys,NoClick,A11
13,2.1666666666666665,1.7463,02,Cys,Cys,NoClick,A11
14,2.3333333333333335,1.7257,02,Cys,Cys,NoClick,A11
15,2.5,1.7216,02,Cys,Cys,NoClick,A11
16,2.6666666666666665,1.7048999999999999,02,Cys,Cys,NoClick,A11
17,2.8333333333333335,1.6884,02,Cys,Cys,NoClick,A11
18,3.0,1.666,02,Cys,Cys,NoClick,A11
19,3.1666666666666665,1.6423999999999999,02,Cys,Cys,NoClick,A11
20,3.3333333333333335,1.6199,02,Cys,Cys,NoClick,A11
21,3.5,1.5972,02,Cys,Cys,NoClick,A11
22,3.6666666666666665,1.5667,02,Cys,Cys,NoClick,A11
23,3.8333333333333335,1.5336999999999998,02,Cys,Cys,NoClick,A11
24,4.0,1.506,02,Cys,Cys,NoClick,A11
25,4.166666666666667,1.4653999999999998,02,Cys,Cys,NoClick,A11
26,4.333333333333333,1.4153,02,Cys,Cys,NoClick,A11
27,4.5,1.3549,02,Cys,Cys,NoClick,A11
28,4.666666666666667,1.2916999999999998,02,Cys,Cys,NoClick,A11
29,4.833333333333333,1.2262,02,Cys,Cys,NoClick,A11
30,5.0,1.1068,02,Cys,Cys,NoClick,A11
31,5.166666666666667,0.9773,02,Cys,Cys,NoClick,A11
32,5.333333333333333,0.8212,02,Cys,Cys,NoClick,A11
33,5.5,0.5582,02,Cys,Cys,NoClick,A11
34,5.666666666666667,0.33540000000000003,02,Cys,Cys,NoClick,A11
35,5.833333333333333,0.1424,02,Cys,Cys,NoClick,A11
36,6.0,0.057499999999999996,02,Cys,Cys,NoClick,A11
37,6.166666666666667,0.005199999999999996,02,Cys,Cys,NoClick,A11
38,6.333333333333333,0.0015999999999999903,02,Cys,Cys,NoClick,A11
39,6.5,0.0016999999999999932,02,Cys,Cys,NoClick,A11
40,6.666666666666667,-0.004100000000000006,02,Cys,Cys,NoClick,A11
41,6.833333333333333,-0.005500000000000005,02,Cys,Cys,NoClick,A11
42,7.0,-0.0067000000000000115,02,Cys,Cys,NoClick,A11
43,7.166666666666667,-0.0067000000000000115,02,Cys,Cys,NoClick,A11
44,7.333333333333333,-0.007500000000000007,02,Cys,Cys,NoClick,A11
45,7.5,-0.00860000000000001,02,Cys,Cys,NoClick,A11
46,7.666666666666667,-0.009300000000000003,02,Cys,Cys,NoClick,A11
47,7.833333333333333,-0.0076000000000000095,02,Cys,Cys,NoClick,A11
48,8.0,-0.009900000000000006,02,Cys,Cys,NoClick,A11
49,8.166666666666666,-0.009900000000000006,02,Cys,Cys,NoClick,A11
50,0.0,1.7550999999999999,02,Cys,Cys,NoClick,B11
51,0.16666666666666666,1.8753,02,Cys,Cys,NoClick,B11
52,0.3333333333333333,1.8418999999999999,02,Cys,Cys,NoClick,B11
53,0.5,1.8285,02,Cys,Cys,NoClick,B11
54,0.6666666666666666,1.8283999999999998,02,Cys,Cys,NoClick,B11
55,0.8333333333333334,1.8209,02,Cys,Cys,NoClick,B11
56,1.0,1.7887,02,Cys,Cys,NoClick,B11
57,1.1666666666666667,1.7920999999999998,02,Cys,Cys,NoClick,B11
58,1.3333333333333333,1.7836999999999998,02,Cys,Cys,NoClick,B11
59,1.5,1.7769,02,Cys,Cys,NoClick,B11
60,1.6666666666666667,1.7655999999999998,02,Cys,Cys,NoClick,B11
61,1.8333333333333333,1.7530999999999999,02,Cys,Cys,NoClick,B11
62,2.0,1.7432999999999998,02,Cys,Cys,NoClick,B11
63,2.1666666666666665,1.7268999999999999,02,Cys,Cys,NoClick,B11
64,2.3333333333333335,1.7075,02,Cys,Cys,NoClick,B11
65,2.5,1.7004,02,Cys,Cys,NoClick,B11
66,2.6666666666666665,1.6877,02,Cys,Cys,NoClick,B11
67,2.8333333333333335,1.6723,02,Cys,Cys,NoClick,B11
68,3.0,1.652,02,Cys,Cys,NoClick,B11
69,3.1666666666666665,1.6326999999999998,02,Cys,Cys,NoClick,B11
70,3.3333333333333335,1.6102999999999998,02,Cys,Cys,NoClick,B11
71,3.5,1.5879999999999999,02,Cys,Cys,NoClick,B11
72,3.6666666666666665,1.5637999999999999,02,Cys,Cys,NoClick,B11
73,3.8333333333333335,1.5336999999999998,02,Cys,Cys,NoClick,B11
74,4.0,1.5025,02,Cys,Cys,NoClick,B11
75,4.166666666666667,1.4682,02,Cys,Cys,NoClick,B11
76,4.333333333333333,1.4091,02,Cys,Cys,NoClick,B11
77,4.5,1.3227,02,Cys,Cys,NoClick,B11
78,4.666666666666667,1.2065,02,Cys,Cys,NoClick,B11
79,4.833333333333333,1.0619999999999998,02,Cys,Cys,NoClick,B11
80,5.0,0.9277000000000001,02,Cys,Cys,NoClick,B11
81,5.166666666666667,0.7853,02,Cys,Cys,NoClick,B11
82,5.333333333333333,0.6571,02,Cys,Cys,NoClick,B11
83,5.5,0.47709999999999997,02,Cys,Cys,NoClick,B11
84,5.666666666666667,0.2593,02,Cys,Cys,NoClick,B11
